lat,lon,st_marker_id
41.155767,-8.667576,A2187
41.222286,-8.534952,A2188
41.159709,-8.639775,A2189
41.145579,-8.610795,A2190
41.149161,-8.611065,A2191
41.156424,-8.619345,A2192
41.16501,-8.620614,A2193
41.147523,-8.603361,A2194
41.141322,-8.613882,A2195
41.145552,-8.610759,A2196
41.145111,-8.610957,A2197
41.150997,-8.649729,A2198
41.150259,-8.606799,A2199
41.157414,-8.628102,A2200
41.165442,-8.608482,A2201
41.162688,-8.591193,A2202
41.157576,-8.628183,A2203
41.160411,-8.644752,A2204
41.146182,-8.617608,A2205
41.156784,-8.601975,A2206
41.15547,-8.627562,A2207
41.163246,-8.584299,A2208
41.15772,-8.627661,A2209
41.149476,-8.610966,A2210
41.143662,-8.643987,A2211
41.160483,-8.609562,A2212
41.166261,-8.679402,A2213
41.153013,-8.657208,A2214
41.211981,-8.636139,A2215
41.145633,-8.610822,A2216
41.147802,-8.611371,A2217
41.154084,-8.649405,A2218
41.155839,-8.626374,A2219
41.169645,-8.58924,A2220
41.157576,-8.628363,A2221
41.146182,-8.617734,A2222
41.160987,-8.604252,A2223
41.169663,-8.589339,A2224
41.154543,-8.57844,A2225
41.147676,-8.608473,A2226
41.148,-8.619858,A2227
41.146002,-8.612514,A2228
41.163678,-8.647236,A2229
41.16267,-8.591238,A2230
41.178087,-8.605845,A2231
41.159754,-8.639811,A2232
41.148558,-8.585676,A2233
41.154885,-8.630424,A2234
41.146092,-8.617626,A2235
41.157801,-8.628534,A2236
41.1525,-8.63037,A2237
41.149701,-8.611182,A2238
41.171256,-8.63577,A2239
41.161068,-8.604198,A2240
41.152203,-8.597322,A2241
41.152329,-8.6454,A2242
41.145624,-8.610849,A2243
41.154903,-8.630523,A2244
41.155335,-8.663373,A2245
41.151177,-8.606538,A2246
41.1804,-8.582499,A2247
41.16096,-8.628822,A2248
41.176755,-8.690004,A2249
41.172084,-8.64819,A2250
41.167827,-8.585406,A2251
41.16447,-8.632278,A2252
41.182668,-8.604072,A2253
41.173569,-8.654751,A2254
41.166783,-8.613162,A2255
41.160987,-8.620983,A2256
41.155776,-8.606619,A2257
41.148603,-8.585622,A2258
41.140566,-8.611461,A2259
41.157657,-8.627526,A2260
41.175405,-8.627742,A2261
41.124438,-8.612037,A2262
41.157216,-8.629983,A2263
41.147964,-8.619777,A2264
41.148513,-8.616141,A2265
41.064822,-8.570754,A2266
41.145561,-8.610876,A2267
41.182695,-8.600076,A2268
41.150538,-8.594775,A2269
41.163129,-8.584362,A2270
41.14422,-8.61057,A2271
41.148603,-8.585649,A2272
41.182587,-8.604072,A2273
41.160393,-8.57601,A2274
41.154939,-8.630631,A2275
41.161041,-8.647722,A2276
41.176998,-8.594406,A2277
41.144562,-8.606439,A2278
41.147217,-8.608797,A2279
41.14692,-8.603991,A2280
41.179662,-8.602866,A2281
41.1462,-8.61777,A2282
41.159511,-8.598843,A2283
41.14566,-8.610795,A2284
41.157468,-8.6283,A2285
41.147442,-8.609031,A2286
41.157585,-8.628687,A2287
41.170986,-8.657991,A2288
41.145012,-8.591094,A2289
41.157405,-8.628381,A2290
41.145588,-8.611011,A2291
41.161491,-8.612838,A2292
41.166747,-8.593929,A2293
41.145714,-8.610885,A2294
41.182659,-8.604243,A2295
41.148873,-8.601669,A2296
41.15727,-8.625996,A2297
41.149539,-8.611047,A2298
41.150025,-8.659647,A2299
41.171013,-8.619021,A2300
41.166009,-8.653005,A2301
41.149152,-8.599221,A2302
41.152878,-8.637714,A2303
41.148279,-8.652897,A2304
41.149017,-8.599275,A2305
41.144634,-8.606439,A2306
41.144598,-8.606367,A2307
41.157387,-8.625942,A2308
41.152113,-8.649333,A2309
41.145615,-8.610732,A2310
41.190435,-8.628462,A2311
41.14467,-8.60652,A2312
41.149143,-8.599212,A2313
41.167071,-8.599932,A2314
41.148063,-8.665515,A2315
41.152554,-8.617932,A2316
41.164641,-8.637444,A2317
41.174451,-8.597592,A2318
41.159772,-8.639865,A2319
41.145588,-8.610732,A2320
41.154912,-8.63055,A2321
41.178276,-8.624205,A2322
41.148594,-8.58564,A2323
41.169591,-8.589357,A2324
41.172417,-8.641512,A2325
41.145624,-8.610885,A2326
41.178384,-8.612595,A2327
41.152005,-8.627238,A2328
41.160015,-8.640756,A2329
41.219316,-8.637174,A2330
41.160141,-8.641404,A2331
41.154849,-8.630478,A2332
41.150394,-8.6715,A2333
41.166819,-8.613153,A2334
41.167395,-8.649531,A2335
41.153571,-8.596368,A2336
41.157432,-8.628273,A2337
41.153463,-8.568972,A2338
41.142672,-8.574687,A2339
41.153976,-8.620983,A2340
41.160987,-8.628786,A2341
41.154417,-8.644374,A2342
41.145687,-8.610795,A2343
41.15862,-8.592237,A2344
41.153976,-8.674074,A2345
41.145669,-8.610822,A2346
41.154417,-8.613261,A2347
41.144688,-8.606502,A2348
41.162058,-8.614107,A2349
41.150385,-8.607105,A2350
41.148018,-8.619858,A2351
41.154615,-8.657919,A2352
41.172723,-8.647587,A2353
41.153274,-8.562339,A2354
41.148549,-8.611002,A2355
41.151438,-8.676171,A2356
41.151141,-8.608968,A2357
41.143977,-8.60247,A2358
41.17392,-8.620344,A2359
41.157072,-8.612901,A2360
41.150862,-8.650818,A2361
41.144967,-8.581104,A2362
41.163129,-8.584326,A2363
41.145768,-8.610849,A2364
41.179617,-8.602848,A2365
41.180499,-8.582499,A2366
41.152572,-8.628723,A2367
41.153004,-8.604756,A2368
41.166819,-8.652663,A2369
41.15466,-8.603388,A2370
41.162283,-8.665254,A2371
41.162625,-8.605206,A2372
41.17014,-8.591193,A2373
41.154426,-8.613225,A2374
41.154786,-8.654112,A2375
41.157504,-8.627688,A2376
41.145768,-8.610858,A2377
41.173911,-8.666667,A2378
41.161032,-8.628786,A2379
41.145804,-8.610813,A2380
41.167467,-8.623566,A2381
41.141268,-8.613873,A2382
41.182704,-8.600058,A2383
41.170653,-8.665668,A2384
41.164992,-8.620533,A2385
41.167098,-8.599419,A2386
41.141277,-8.613873,A2387
41.163588,-8.647542,A2388
41.148018,-8.619795,A2389
41.166846,-8.613198,A2390
41.149692,-8.620182,A2391
41.174118,-8.588862,A2392
41.151564,-8.601093,A2393
41.157333,-8.652294,A2394
41.150295,-8.669232,A2395
41.148288,-8.6589,A2396
41.145795,-8.610867,A2397
41.142636,-8.612325,A2398
41.150232,-8.607132,A2399
41.168106,-8.689329,A2400
41.180436,-8.582544,A2401
41.160402,-8.609643,A2402
41.179653,-8.602866,A2403
41.154237,-8.64945,A2404
41.172039,-8.611209,A2405
41.157144,-8.624655,A2406
41.140629,-8.615538,A2407
41.151591,-8.569062,A2408
41.145687,-8.610858,A2409
41.139009,-8.609184,A2410
41.154192,-8.65008,A2411
41.146146,-8.617671,A2412
41.176773,-8.611596,A2413
41.150286,-8.607078,A2414
41.15205,-8.62731,A2415
41.172282,-8.611191,A2416
41.150358,-8.60697,A2417
41.161545,-8.643852,A2418
41.161095,-8.628768,A2419
41.141259,-8.613918,A2420
41.145561,-8.610903,A2421
41.153373,-8.596404,A2422
41.166873,-8.613162,A2423
41.162751,-8.591364,A2424
41.162886,-8.575632,A2425
41.157378,-8.628309,A2426
41.145732,-8.610894,A2427
41.175504,-8.656425,A2428
41.1516,-8.56449,A2429
41.1534,-8.566569,A2430
41.147172,-8.62245,A2431
41.154921,-8.630703,A2432
41.165199,-8.598735,A2433
41.156676,-8.679699,A2434
41.16447,-8.606097,A2435
41.164461,-8.632314,A2436
41.184702,-8.581509,A2437
41.156847,-8.596863,A2438
41.147703,-8.608698,A2439
41.173524,-8.654679,A2440
41.160123,-8.640621,A2441
41.148612,-8.585757,A2442
41.155353,-8.67798,A2443
41.148963,-8.585982,A2444
41.148639,-8.585802,A2445
41.154768,-8.630505,A2446
41.157207,-8.628039,A2447
41.166342,-8.567586,A2448
41.144634,-8.606547,A2449
41.148648,-8.585883,A2450
41.159556,-8.580105,A2451
41.148648,-8.640693,A2452
41.148549,-8.585811,A2453
41.170698,-8.656326,A2454
41.14863,-8.585874,A2455
41.144562,-8.606565,A2456
41.156658,-8.621433,A2457
41.149485,-8.611047,A2458
41.177781,-8.646408,A2459
41.15061,-8.606907,A2460
41.14863,-8.585865,A2461
41.164407,-8.593542,A2462
41.159826,-8.639964,A2463
41.153499,-8.608887,A2464
41.148702,-8.585919,A2465
41.175702,-8.586072,A2466
41.148639,-8.585784,A2467
41.148279,-8.608005,A2468
41.145768,-8.610876,A2469
41.14854,-8.585793,A2470
41.159736,-8.639784,A2471
41.161158,-8.604081,A2472
41.159826,-8.639892,A2473
41.148018,-8.619876,A2474
41.14863,-8.585955,A2475
41.151906,-8.627184,A2476
41.157405,-8.62821,A2477
41.14593,-8.612514,A2478
41.140665,-8.615538,A2479
41.148594,-8.585721,A2480
41.171931,-8.660988,A2481
41.163102,-8.584362,A2482
41.157333,-8.628219,A2483
41.145813,-8.610768,A2484
41.14854,-8.585775,A2485
41.154282,-8.649405,A2486
41.159979,-8.570835,A2487
41.172138,-8.6112,A2488
41.148576,-8.585901,A2489
41.169816,-8.62875,A2490
41.16681,-8.613306,A2491
41.167431,-8.649576,A2492
41.148657,-8.585865,A2493
41.161113,-8.628768,A2494
41.148594,-8.660061,A2495
41.166918,-8.627085,A2496
41.152644,-8.632125,A2497
41.148648,-8.585766,A2498
41.161437,-8.615808,A2499
41.147685,-8.609112,A2500
41.180229,-8.582616,A2501
41.136948,-8.616573,A2502
41.168088,-8.689356,A2503
41.148621,-8.585856,A2504
41.180544,-8.582733,A2505
41.180859,-8.582823,A2506
41.145822,-8.610741,A2507
41.151483,-8.670402,A2508
41.154255,-8.649459,A2509
41.146146,-8.617653,A2510
41.151573,-8.566362,A2511
41.175477,-8.627859,A2512
41.159763,-8.639937,A2513
41.15439,-8.613225,A2514
41.177574,-8.644617,A2515
41.159052,-8.626392,A2516
41.154282,-8.649468,A2517
41.157522,-8.630226,A2518
41.148009,-8.619903,A2519
41.148567,-8.585802,A2520
41.154498,-8.649315,A2521
41.172102,-8.611362,A2522
41.153517,-8.595018,A2523
41.146029,-8.612667,A2524
41.148072,-8.619813,A2525
41.148081,-8.619813,A2526
41.148621,-8.585919,A2527
41.154768,-8.630433,A2528
41.152464,-8.62785,A2529
41.179662,-8.60292,A2530
41.148495,-8.648784,A2531
41.166963,-8.627175,A2532
41.157342,-8.628138,A2533
41.15079,-8.622963,A2534
41.14872,-8.585829,A2535
41.14566,-8.610831,A2536
41.151384,-8.592606,A2537
41.166927,-8.627058,A2538
41.150268,-8.607042,A2539
41.177205,-8.663724,A2540
41.157486,-8.62758,A2541
41.144688,-8.606538,A2542
41.146191,-8.617626,A2543
41.154759,-8.630478,A2544
41.145678,-8.610876,A2545
41.1633,-8.615709,A2546
41.163192,-8.584299,A2547
41.161158,-8.60481,A2548
41.175477,-8.627823,A2549
41.16042,-8.609625,A2550
41.156739,-8.679654,A2551
41.150502,-8.627256,A2552
41.161896,-8.598096,A2553
41.163138,-8.584254,A2554
41.157495,-8.630262,A2555
41.141025,-8.610282,A2556
41.151816,-8.647416,A2557
41.160357,-8.609625,A2558
41.154435,-8.613279,A2559
41.175036,-8.688978,A2560
41.150646,-8.647605,A2561
41.14557,-8.607438,A2562
41.150772,-8.622945,A2563
41.146236,-8.617752,A2564
41.157333,-8.628237,A2565
41.159691,-8.639928,A2566
41.159754,-8.639847,A2567
41.148072,-8.619921,A2568
41.248224,-8.553618,A2569
41.159772,-8.639901,A2570
41.17347,-8.684955,A2571
41.157288,-8.628462,A2572
41.145894,-8.612379,A2573
41.151843,-8.60967,A2574
41.151789,-8.627022,A2575
41.154858,-8.630586,A2576
41.147199,-8.616186,A2577
41.148,-8.619894,A2578
41.167242,-8.649468,A2579
41.157171,-8.628219,A2580
41.148,-8.619822,A2581
41.165244,-8.642574,A2582
41.153967,-8.638407,A2583
41.173299,-8.555697,A2584
41.166693,-8.613126,A2585
41.142609,-8.608401,A2586
41.161572,-8.610228,A2587
41.150655,-8.647731,A2588
41.172039,-8.611191,A2589
41.147487,-8.608707,A2590
41.152698,-8.655093,A2591
41.148675,-8.585739,A2592
41.145687,-8.610867,A2593
41.145921,-8.620794,A2594
41.171382,-8.628651,A2595
41.157477,-8.630217,A2596
41.167224,-8.649513,A2597
41.154408,-8.613243,A2598
41.166981,-8.613279,A2599
41.15727,-8.628471,A2600
41.15781,-8.62785,A2601
41.147631,-8.622189,A2602
41.151744,-8.626914,A2603
41.176332,-8.623953,A2604
41.157702,-8.62776,A2605
41.142762,-8.574858,A2606
41.147892,-8.609319,A2607
41.150844,-8.607519,A2608
41.155686,-8.6211,A2609
41.145633,-8.610894,A2610
41.146155,-8.617599,A2611
41.152509,-8.677854,A2612
41.147532,-8.622234,A2613
41.170086,-8.650377,A2614
41.151294,-8.609751,A2615
41.169627,-8.589348,A2616
41.166288,-8.679591,A2617
41.151483,-8.597457,A2618
41.157027,-8.609976,A2619
41.154516,-8.560413,A2620
41.15781,-8.619552,A2621
41.159943,-8.640774,A2622
41.150025,-8.606718,A2623
41.147478,-8.608923,A2624
41.145633,-8.610921,A2625
41.148549,-8.585631,A2626
41.148738,-8.668656,A2627
41.148747,-8.585703,A2628
41.154219,-8.649342,A2629
41.164686,-8.645445,A2630
41.182596,-8.60409,A2631
41.171895,-8.649333,A2632
41.160843,-8.628741,A2633
41.140359,-8.613162,A2634
41.147766,-8.609094,A2635
41.163066,-8.584353,A2636
41.161095,-8.604882,A2637
41.143707,-8.618301,A2638
41.151303,-8.609544,A2639
41.18265,-8.604045,A2640
41.148009,-8.619876,A2641
41.157144,-8.666595,A2642
41.157801,-8.621748,A2643
41.257494,-8.690346,A2644
41.149728,-8.605629,A2645
41.160429,-8.609598,A2646
41.147091,-8.610912,A2647
41.166477,-8.646759,A2648
41.157207,-8.625699,A2649
41.141106,-8.614161,A2650
41.147199,-8.616231,A2651
41.140899,-8.615457,A2652
41.157477,-8.63028,A2653
41.160618,-8.604261,A2654
41.163147,-8.584353,A2655
41.143932,-8.621892,A2656
41.169033,-8.619246,A2657
41.144778,-8.606619,A2658
41.147982,-8.619822,A2659
41.15106,-8.602623,A2660
41.162418,-8.666622,A2661
41.182281,-8.59698,A2662
41.175351,-8.59986,A2663
41.155308,-8.610381,A2664
41.182677,-8.600157,A2665
41.141241,-8.613891,A2666
41.160402,-8.609616,A2667
41.161059,-8.621172,A2668
41.149116,-8.599293,A2669
41.182776,-8.600094,A2670
41.150331,-8.607006,A2671
41.152788,-8.636841,A2672
41.15925,-8.579772,A2673
41.16969,-8.662131,A2674
41.147172,-8.622423,A2675
41.168241,-8.632728,A2676
41.151168,-8.645922,A2677
41.171445,-8.656425,A2678
41.154966,-8.630721,A2679
41.141061,-8.613756,A2680
41.145552,-8.610822,A2681
41.153787,-8.67411,A2682
41.137929,-8.611524,A2683
41.150385,-8.606997,A2684
41.16267,-8.591202,A2685
41.149125,-8.610948,A2686
41.14566,-8.610813,A2687
41.152734,-8.618148,A2688
41.161275,-8.604027,A2689
41.161347,-8.657064,A2690
41.1597,-8.640027,A2691
41.1777,-8.598312,A2692
41.182659,-8.600193,A2693
41.12127,-8.627454,A2694
41.147649,-8.622171,A2695
41.140944,-8.615475,A2696
41.14485,-8.606691,A2697
41.146776,-8.620029,A2698
41.148522,-8.585667,A2699
41.142213,-8.617437,A2700
41.144571,-8.606466,A2701
41.161545,-8.604153,A2702
41.170491,-8.609409,A2703
41.148036,-8.665371,A2704
41.146137,-8.612577,A2705
41.148693,-8.626437,A2706
41.180436,-8.582409,A2707
41.148468,-8.585694,A2708
41.182776,-8.600103,A2709
41.196042,-8.611299,A2710
41.154264,-8.64945,A2711
41.150196,-8.607069,A2712
41.158224,-8.642556,A2713
41.14611,-8.617572,A2714
41.156838,-8.652825,A2715
41.160843,-8.605314,A2716
41.145525,-8.610912,A2717
41.145993,-8.612613,A2718
41.145714,-8.610966,A2719
41.179644,-8.602857,A2720
41.146191,-8.610732,A2721
41.172705,-8.591445,A2722
41.161122,-8.661312,A2723
41.159583,-8.591688,A2724
41.165568,-8.588808,A2725
41.145579,-8.610768,A2726
41.150952,-8.609913,A2727
41.161266,-8.604099,A2728
41.148117,-8.606502,A2729
41.159835,-8.639856,A2730
41.159745,-8.639793,A2731
41.148099,-8.585415,A2732
41.15556,-8.621037,A2733
41.159718,-8.639739,A2734
41.151231,-8.656668,A2735
41.140917,-8.609661,A2736
41.162643,-8.591265,A2737
41.147109,-8.608878,A2738
41.161131,-8.604783,A2739
41.153436,-8.596323,A2740
41.176728,-8.585496,A2741
41.159295,-8.624511,A2742
41.168007,-8.571519,A2743
41.140521,-8.615907,A2744
41.156982,-8.66655,A2745
41.158332,-8.630235,A2746
41.16105,-8.621118,A2747
41.148468,-8.585712,A2748
41.140854,-8.609922,A2749
41.161005,-8.604126,A2750
41.146218,-8.617644,A2751
41.142591,-8.574723,A2752
41.137425,-8.613459,A2753
41.140602,-8.615448,A2754
41.176935,-8.65197,A2755
41.163129,-8.584254,A2756
41.171949,-8.611227,A2757
41.159412,-8.579871,A2758
41.140809,-8.615511,A2759
41.160492,-8.609805,A2760
41.140773,-8.615673,A2761
41.165955,-8.579187,A2762
41.179689,-8.624331,A2763
41.140638,-8.615673,A2764
41.151591,-8.615367,A2765
41.156064,-8.614773,A2766
41.162967,-8.584641,A2767
41.16222,-8.648271,A2768
41.153886,-8.67411,A2769
41.155191,-8.680311,A2770
41.159556,-8.681724,A2771
41.149098,-8.599149,A2772
41.14845,-8.610849,A2773
41.148387,-8.585577,A2774
41.164623,-8.583102,A2775
41.174271,-8.58402,A2776
41.175891,-8.601813,A2777
41.178114,-8.648514,A2778
41.155443,-8.665623,A2779
41.164218,-8.632242,A2780
41.18274,-8.600247,A2781
41.145948,-8.610876,A2782
41.153157,-8.599842,A2783
41.181786,-8.601363,A2784
41.164596,-8.632404,A2785
41.152572,-8.663544,A2786
41.140881,-8.60994,A2787
41.148693,-8.58573,A2788
41.15061,-8.647857,A2789
41.159196,-8.576361,A2790
41.154111,-8.649306,A2791
41.149791,-8.666685,A2792
41.152815,-8.637318,A2793
41.152797,-8.605647,A2794
41.157612,-8.628372,A2795
41.161734,-8.649891,A2796
41.161239,-8.641134,A2797
41.174946,-8.649342,A2798
41.147316,-8.622135,A2799
41.14746,-8.622063,A2800
41.161113,-8.597115,A2801
41.17185,-8.66097,A2802
41.172039,-8.611119,A2803
41.140575,-8.611344,A2804
41.179662,-8.583732,A2805
41.142888,-8.574705,A2806
41.167098,-8.627166,A2807
41.15952,-8.639469,A2808
41.158053,-8.62848,A2809
41.160537,-8.609688,A2810
41.152851,-8.609823,A2811
41.160267,-8.622918,A2812
41.146632,-8.606997,A2813
41.155119,-8.630757,A2814
41.169105,-8.587503,A2815
41.184477,-8.591832,A2816
41.154093,-8.650053,A2817
41.153949,-8.650845,A2818
41.157423,-8.671266,A2819
41.151312,-8.609706,A2820
41.179662,-8.602884,A2821
41.168178,-8.689338,A2822
41.144697,-8.606592,A2823
41.176179,-8.64729,A2824
41.156622,-8.666622,A2825
41.148144,-8.614197,A2826
41.169699,-8.584056,A2827
41.147865,-8.619894,A2828
41.179572,-8.629623,A2829
41.160906,-8.620929,A2830
41.148153,-8.619624,A2831
41.160465,-8.609634,A2832
41.154885,-8.630811,A2833
41.168601,-8.619822,A2834
41.177187,-8.663796,A2835
41.168952,-8.587116,A2836
41.157018,-8.612829,A2837
41.14809,-8.619624,A2838
41.176188,-8.666082,A2839
41.144607,-8.60643,A2840
41.149197,-8.599293,A2841
41.1624,-8.590968,A2842
41.16465,-8.645454,A2843
41.157486,-8.630325,A2844
41.15277,-8.633403,A2845
41.166972,-8.626851,A2846
41.14791,-8.619822,A2847
41.14845,-8.585613,A2848
41.150592,-8.592075,A2849
41.167287,-8.649558,A2850
41.157603,-8.628327,A2851
41.179644,-8.602866,A2852
41.167701,-8.595513,A2853
41.154309,-8.649801,A2854
41.150412,-8.607069,A2855
41.148171,-8.637705,A2856
41.15979,-8.639739,A2857
41.169816,-8.628705,A2858
41.15223,-8.626014,A2859
41.161428,-8.65683,A2860
41.159502,-8.638632,A2861
41.160402,-8.609625,A2862
41.148099,-8.619732,A2863
41.169654,-8.589249,A2864
41.147667,-8.608482,A2865
41.149386,-8.625672,A2866
41.16141,-8.569296,A2867
41.148018,-8.619813,A2868
41.141556,-8.595486,A2869
41.143167,-8.608995,A2870
41.159808,-8.63991,A2871
41.16096,-8.62884,A2872
41.167503,-8.652438,A2873
41.182695,-8.600085,A2874
41.16564,-8.606421,A2875
41.147658,-8.608806,A2876
41.147559,-8.608779,A2877
41.140746,-8.615592,A2878
41.159763,-8.639793,A2879
41.161329,-8.604729,A2880
41.14458,-8.606511,A2881
41.161059,-8.604054,A2882
41.147991,-8.619795,A2883
41.173974,-8.637741,A2884
41.159376,-8.580276,A2885
41.169195,-8.669205,A2886
41.148666,-8.585676,A2887
41.145588,-8.610831,A2888
41.145948,-8.617131,A2889
41.154867,-8.630406,A2890
41.150007,-8.621073,A2891
41.151222,-8.609454,A2892
41.172264,-8.611146,A2893
41.142276,-8.611677,A2894
41.180931,-8.633682,A2895
41.152752,-8.602488,A2896
41.162877,-8.591589,A2897
41.156946,-8.624961,A2898
41.149044,-8.671536,A2899
41.148036,-8.619696,A2900
41.182722,-8.600175,A2901
41.147973,-8.619705,A2902
41.145885,-8.61075,A2903
41.15619,-8.591283,A2904
41.147505,-8.608869,A2905
41.144733,-8.577522,A2906
41.146434,-8.611119,A2907
41.153751,-8.649945,A2908
41.148909,-8.585703,A2909
41.140674,-8.615619,A2910
41.16474,-8.65512,A2911
41.161419,-8.650638,A2912
41.172003,-8.611263,A2913
41.167269,-8.567523,A2914
41.182767,-8.60013,A2915
41.16123,-8.604765,A2916
41.147973,-8.619624,A2917
41.141367,-8.532666,A2918
41.141538,-8.614656,A2919
41.182659,-8.599959,A2920
41.176395,-8.668683,A2921
41.148567,-8.585649,A2922
41.157315,-8.625915,A2923
41.150547,-8.607348,A2924
41.238675,-8.661645,A2925
41.141106,-8.613945,A2926
41.154849,-8.66502,A2927
41.16501,-8.642403,A2928
41.157441,-8.628354,A2929
41.140665,-8.615511,A2930
41.1516,-8.629695,A2931
41.145561,-8.610552,A2932
41.148684,-8.599149,A2933
41.141151,-8.614035,A2934
41.15925,-8.569368,A2935
41.147775,-8.608698,A2936
41.164821,-8.676198,A2937
41.174217,-8.643042,A2938
41.154741,-8.658117,A2939
41.157522,-8.626932,A2940
41.146929,-8.596566,A2941
41.173335,-8.623773,A2942
41.148648,-8.585721,A2943
41.140692,-8.615529,A2944
41.159763,-8.63973,A2945
41.161995,-8.662824,A2946
41.151051,-8.606304,A2947
41.14863,-8.585649,A2948
41.16105,-8.620974,A2949
41.146686,-8.601975,A2950
41.144517,-8.606466,A2951
41.14458,-8.610687,A2952
41.179671,-8.60292,A2953
41.160096,-8.640981,A2954
41.149611,-8.611182,A2955
41.147856,-8.608635,A2956
41.177547,-8.657802,A2957
41.149449,-8.610966,A2958
41.146065,-8.612523,A2959
41.161203,-8.640333,A2960
41.162733,-8.591247,A2961
41.146254,-8.617572,A2962
41.16096,-8.621001,A2963
41.161158,-8.604765,A2964
41.15772,-8.627445,A2965
41.157711,-8.627562,A2966
41.178231,-8.615988,A2967
41.157441,-8.628525,A2968
41.14908,-8.599113,A2969
41.145795,-8.610975,A2970
41.144598,-8.606448,A2971
41.147865,-8.608707,A2972
41.157324,-8.628201,A2973
41.140467,-8.613081,A2974
41.175432,-8.584677,A2975
41.170842,-8.628804,A2976
41.160186,-8.631099,A2977
41.172021,-8.611263,A2978
41.160753,-8.604423,A2979
41.168718,-8.578872,A2980
41.156226,-8.674272,A2981
41.149107,-8.59896,A2982
41.157252,-8.62839,A2983
41.155002,-8.630523,A2984
41.159286,-8.661996,A2985
41.175369,-8.627742,A2986
41.155029,-8.63028,A2987
41.160141,-8.570727,A2988
41.176224,-8.61408,A2989
41.155137,-8.608185,A2990
41.14935,-8.610363,A2991
41.157423,-8.630109,A2992
41.157504,-8.628255,A2993
41.155956,-8.613225,A2994
41.148018,-8.619741,A2995
41.158305,-8.593326,A2996
41.148549,-8.585604,A2997
41.157414,-8.630082,A2998
41.148855,-8.585613,A2999
41.148504,-8.585631,A3000
41.150412,-8.607132,A3001
41.152788,-8.627292,A3002
41.167287,-8.649576,A3003
41.148594,-8.585667,A3004
41.148495,-8.585703,A3005
41.148477,-8.585775,A3006
41.15277,-8.627652,A3007
41.18157,-8.600427,A3008
41.142645,-8.574696,A3009
41.149494,-8.630766,A3010
41.160924,-8.628723,A3011
41.158458,-8.643888,A3012
41.148531,-8.58564,A3013
41.160375,-8.609634,A3014
41.148486,-8.585595,A3015
41.155542,-8.628552,A3016
41.206284,-8.530173,A3017
41.146164,-8.612307,A3018
41.168079,-8.689347,A3019
41.147793,-8.608734,A3020
41.15493,-8.630559,A3021
41.151996,-8.627247,A3022
41.151969,-8.627274,A3023
41.147919,-8.619723,A3024
41.162481,-8.647488,A3025
41.147082,-8.596602,A3026
41.159799,-8.639802,A3027
41.15358,-8.605755,A3028
41.141682,-8.615187,A3029
41.148576,-8.585676,A3030
41.159997,-8.65989,A3031
41.169627,-8.571546,A3032
41.147316,-8.60175,A3033
41.164416,-8.632341,A3034
41.148603,-8.58564,A3035
41.145687,-8.610831,A3036
41.146308,-8.617599,A3037
41.146254,-8.617626,A3038
41.154867,-8.630523,A3039
41.145948,-8.61255,A3040
41.138073,-8.611749,A3041
41.145723,-8.610858,A3042
41.153571,-8.605737,A3043
41.149026,-8.665137,A3044
41.142483,-8.602038,A3045
41.140701,-8.615538,A3046
41.15574,-8.62542,A3047
41.181102,-8.583039,A3048
41.148567,-8.585586,A3049
41.182722,-8.600094,A3050
41.167332,-8.649585,A3051
41.148639,-8.585757,A3052
41.182749,-8.60004,A3053
41.179536,-8.601669,A3054
41.148045,-8.619813,A3055
41.145669,-8.610939,A3056
41.154939,-8.630523,A3057
41.140845,-8.610084,A3058
41.16807,-8.689356,A3059
41.154921,-8.667522,A3060
41.14791,-8.619993,A3061
41.14062,-8.615394,A3062
41.182659,-8.59986,A3063
41.18175,-8.601246,A3064
41.182731,-8.600067,A3065
41.147973,-8.61984,A3066
41.150349,-8.607087,A3067
41.15889,-8.644023,A3068
41.168133,-8.68932,A3069
41.164434,-8.645949,A3070
41.146209,-8.617545,A3071
41.154138,-8.649459,A3072
41.150592,-8.646597,A3073
41.158773,-8.629308,A3074
41.169618,-8.589339,A3075
41.163012,-8.666883,A3076
41.162823,-8.643321,A3077
41.154021,-8.649603,A3078
41.182677,-8.599977,A3079
41.158872,-8.644068,A3080
41.161905,-8.621037,A3081
41.140683,-8.615511,A3082
41.182713,-8.600175,A3083
41.149143,-8.663787,A3084
41.155506,-8.625816,A3085
41.178186,-8.627301,A3086
41.169843,-8.628795,A3087
41.138064,-8.611677,A3088
41.158827,-8.635113,A3089
41.172111,-8.611173,A3090
41.157333,-8.630073,A3091
41.183568,-8.599014,A3092
41.175126,-8.660745,A3093
41.160384,-8.609715,A3094
41.16267,-8.59131,A3095
41.157351,-8.628363,A3096
41.152356,-8.620137,A3097
41.18274,-8.599968,A3098
41.16627,-8.679537,A3099
41.169672,-8.589276,A3100
41.152851,-8.618292,A3101
41.145363,-8.607366,A3102
41.134041,-8.61426,A3103
41.157729,-8.604621,A3104
41.180436,-8.582499,A3105
41.161176,-8.604171,A3106
41.148018,-8.608941,A3107
41.136921,-8.616906,A3108
41.1516,-8.632746,A3109
41.150475,-8.579313,A3110
41.154075,-8.649306,A3111
41.163147,-8.584344,A3112
41.145723,-8.610822,A3113
41.151816,-8.627094,A3114
41.152572,-8.61795,A3115
41.143131,-8.60886,A3116
41.149116,-8.599257,A3117
41.152266,-8.664957,A3118
