RequestTime,tripDistance,lat,lon,street_marker,aim_marker
32152,2967.489260293743,41.14998,-8.620983,A1090,A6090
32172,4882.647160265867,41.161167,-8.604819,A1091,A6091
32211,1883.0519891950632,41.150169,-8.607204,A1092,A6092
32226,1790.7601734438233,41.157252,-8.609283,A1093,A6093
32258,9260.62599073205,41.15439,-8.649738,A1094,A6094
32274,3212.8691886800616,41.157657,-8.623701,A1095,A6095
32281,3411.538274566795,41.154246,-8.649324,A1096,A6096
32291,1400.70568568004,41.160717,-8.593083,A1097,A6097
32292,2282.456173948928,41.172129,-8.660088,A1098,A6098
32294,2239.362923164297,41.159754,-8.641053,A1099,A6099
32301,1929.4660094890537,41.160249,-8.609562,A1100,A6100
32308,823.949776728315,41.156262,-8.575434,A1101,A6101
32308,1755.4018015071113,41.147991,-8.619777,A1102,A6102
32319,818.5758474961211,41.151312,-8.609607,A1103,A6103
32342,3296.3394067754216,41.154228,-8.649531,A1104,A6104
32348,5123.627915510812,41.148567,-8.585757,A1105,A6105
32360,1034.2688028355972,41.157792,-8.628426,A1106,A6106
32379,576.6662380383266,41.171247,-8.644752,A1107,A6107
32390,10563.96842645149,41.152968,-8.610048,A1108,A6108
32401,3060.636182716225,41.149179,-8.599311,A1109,A6109
32432,4034.160263202259,41.166729,-8.649792,A1110,A6110
32432,1661.7898656687623,41.154768,-8.630532,A1111,A6111
32462,2876.8178032992064,41.161077,-8.640702,A1112,A6112
32462,8809.658878097915,41.159349,-8.638641,A1113,A6113
32471,2635.0150745179058,41.151348,-8.652825,A1114,A6114
32475,3190.1860339353047,41.179653,-8.602884,A1115,A6115
32477,5574.804113158887,41.163111,-8.664606,A1116,A6116
32479,2209.877971919245,41.168889,-8.609283,A1117,A6117
32484,1946.665217591655,41.159592,-8.639928,A1118,A6118
32490,4758.069613958465,41.163156,-8.584335,A1119,A6119
32493,4099.098826527397,41.145579,-8.610804,A1120,A6120
32496,2781.984306291209,41.157729,-8.62515,A1121,A6121
32531,4116.142909492196,41.147955,-8.61993,A1122,A6122
32534,4919.764276661774,41.149125,-8.599221,A1123,A6123
32535,2407.7346184501066,41.164443,-8.632359,A1124,A6124
32549,3384.5813276462427,41.157639,-8.627634,A1125,A6125
32574,3281.0501284544007,41.154138,-8.649441,A1126,A6126
32583,2303.794721272583,41.154255,-8.649333,A1127,A6127
32583,1430.2243696133844,41.145606,-8.610813,A1128,A6128
32604,1526.3610599074864,41.141745,-8.616402,A1129,A6129
32607,1518.3949924547803,41.171058,-8.625996,A1130,A6130
32610,1289.2249832260145,41.147982,-8.61984,A1131,A6131
32622,3869.3887408594665,41.180715,-8.582526,A1132,A6132
32625,1618.428448919058,41.150808,-8.622972,A1133,A6133
32626,2219.8369795463746,41.159295,-8.580033,A1134,A6134
32630,4438.19252977143,41.180832,-8.582859,A1135,A6135
32646,1372.399720684427,41.156829,-8.608428,A1136,A6136
32652,2741.211596577424,41.172309,-8.612739,A1137,A6137
32655,2692.494109275772,41.14854,-8.585703,A1138,A6138
32660,1171.2622576072035,41.156379,-8.620155,A1139,A6139
32662,855.4019251409029,41.141169,-8.614053,A1140,A6140
32680,10632.685187398873,41.148468,-8.585793,A1141,A6141
32686,1423.9599527323337,41.171247,-8.661438,A1142,A6142
32689,2328.3800558074818,41.166099,-8.569719,A1143,A6143
32696,14127.571700597127,41.148936,-8.585622,A1144,A6144
32703,1288.3841759918937,41.147379,-8.620506,A1145,A6145
32708,2133.205271728016,41.144562,-8.606466,A1146,A6146
32718,3308.491801908036,41.147982,-8.619813,A1147,A6147
32720,2413.065703184009,41.14854,-8.58564,A1148,A6148
32724,1842.448214247393,41.148486,-8.585865,A1149,A6149
32732,2152.143348513709,41.148594,-8.585694,A1150,A6150
32736,5164.646982078284,41.163273,-8.67609,A1151,A6151
32741,859.6957911697756,41.175666,-8.66808,A1152,A6152
32751,2624.97761631648,41.153697,-8.605638,A1153,A6153
32755,798.0047986379604,41.163831,-8.647272,A1154,A6154
32759,8698.794710123517,41.148414,-8.585739,A1155,A6155
32772,3137.317085996232,41.177529,-8.613738,A1156,A6156
32775,2862.789709338332,41.148522,-8.585874,A1157,A6157
32825,2246.3909054671994,41.148531,-8.58573,A1158,A6158
32827,5118.106669491118,41.148423,-8.585874,A1159,A6159
32833,629.0273151176975,41.145633,-8.610858,A1160,A6160
32835,4100.483615796172,41.148387,-8.586036,A1161,A6161
32855,1829.7821077745216,41.148468,-8.585748,A1162,A6162
32859,4292.650821125773,41.161455,-8.656821,A1163,A6163
32860,1138.497324686116,41.147928,-8.61984,A1164,A6164
32862,3902.027645665864,41.14845,-8.585649,A1165,A6165
32871,892.5820039197265,41.180643,-8.582553,A1166,A6166
32888,1346.652829384216,41.150268,-8.607087,A1167,A6167
32905,1774.386408574499,41.171121,-8.619354,A1168,A6168
32911,11531.51092436492,41.148576,-8.585658,A1169,A6169
32916,3099.7132650424696,41.154876,-8.630631,A1170,A6170
32947,2672.6198990883154,41.154768,-8.630298,A1171,A6171
32953,2970.182514254893,41.148459,-8.585766,A1172,A6172
32957,1005.1315266241756,41.192082,-8.569143,A1173,A6173
32964,1557.140653830051,41.149269,-8.611155,A1174,A6174
32971,4445.523024699601,41.154372,-8.613351,A1175,A6175
32976,526.2925462450455,41.141088,-8.614044,A1176,A6176
32983,9386.99345146735,41.154147,-8.649432,A1177,A6177
32984,505.1129690621816,41.156406,-8.624007,A1178,A6178
32997,5942.090009384746,41.182686,-8.600184,A1179,A6179
32998,2162.3047905853705,41.148621,-8.585694,A1180,A6180
33011,888.6121593887773,41.155866,-8.643798,A1181,A6181
33018,3608.812457005962,41.187798,-8.580573,A1182,A6182
33029,1370.2489975018095,41.144697,-8.606457,A1183,A6183
33032,8959.351440520662,41.159232,-8.638677,A1184,A6184
33043,2999.678455662154,41.154102,-8.649495,A1185,A6185
33051,2156.098253234607,41.147919,-8.619921,A1186,A6186
33058,1064.2086031815002,41.164857,-8.608527,A1187,A6187
33099,10285.15053672836,41.150412,-8.627382,A1188,A6188
33121,10344.341173188675,41.148549,-8.585793,A1189,A6189
33123,1044.517331675788,41.151969,-8.62722,A1190,A6190
33153,4071.707367591064,41.182731,-8.600076,A1191,A6191
33163,1044.0781181353316,41.165892,-8.634762,A1192,A6192
33164,1819.5091101962328,41.146173,-8.607042,A1193,A6193
33182,1672.7190370217309,41.152806,-8.621046,A1194,A6194
33192,2712.058497271974,41.18067,-8.582454,A1195,A6195
33201,1760.819250895286,41.147163,-8.588619,A1196,A6196
33236,1321.2418926518285,41.145012,-8.604504,A1197,A6197
33242,1647.061827480042,41.180562,-8.582355,A1198,A6198
33246,2323.3273819806936,41.163102,-8.584353,A1199,A6199
33254,3550.813983998541,41.1543,-8.649297,A1200,A6200
33256,1573.1803060261295,41.161086,-8.604171,A1201,A6201
33256,3992.588348734576,41.160033,-8.640765,A1202,A6202
33265,1949.2872324929283,41.157567,-8.628282,A1203,A6203
33292,2915.639575879887,41.167296,-8.649567,A1204,A6204
33295,1773.868603662576,41.147874,-8.608725,A1205,A6205
33310,1918.477790158845,41.164164,-8.596539,A1206,A6206
33334,1688.683114628977,41.159655,-8.639757,A1207,A6207
33347,1589.2549221903191,41.16312,-8.584326,A1208,A6208
33379,2755.917778275573,41.14278,-8.574795,A1209,A6209
33379,1853.634285903204,41.159889,-8.64171,A1210,A6210
33399,2771.446099346061,41.147928,-8.619894,A1211,A6211
33405,580.2683835202536,41.15529,-8.611101,A1212,A6212
33411,2781.770427946304,41.154858,-8.66637,A1213,A6213
33432,4078.469947641912,41.159745,-8.639973,A1214,A6214
33442,1559.0529680367829,41.149494,-8.624484,A1215,A6215
33449,1681.5224993761497,41.146731,-8.620191,A1216,A6216
33449,3549.35729025456,41.159142,-8.638263,A1217,A6217
33468,1811.2544752473748,41.145705,-8.606889,A1218,A6218
33508,739.7092560188356,41.161185,-8.604819,A1219,A6219
33517,4957.832802467791,41.154354,-8.649378,A1220,A6220
33518,3223.988336084074,41.160645,-8.628417,A1221,A6221
33537,801.2522568526116,41.154957,-8.630802,A1222,A6222
33543,3106.753449437001,41.166666,-8.612793,A1223,A6223
33547,1602.7193042947545,41.162004,-8.600112,A1224,A6224
33549,13496.116858030618,41.148486,-8.585838,A1225,A6225
33581,7885.862395622477,41.182632,-8.604369,A1226,A6226
33591,3240.05991417038,41.199858,-8.575245,A1227,A6227
33596,2834.999384348313,41.159295,-8.580069,A1228,A6228
33599,3973.6992750927006,41.171013,-8.655777,A1229,A6229
33602,1270.6211556702517,41.157594,-8.627706,A1230,A6230
33641,2808.133534849112,41.159169,-8.643762,A1231,A6231
33645,3823.260385147245,41.179626,-8.602875,A1232,A6232
33655,8513.798101238599,41.169717,-8.589276,A1233,A6233
33681,3460.120554224693,41.152068,-8.626968,A1234,A6234
33682,4411.025924661942,41.15421,-8.649522,A1235,A6235
33729,3451.9191957522253,41.148477,-8.585811,A1236,A6236
33737,1800.677438940973,41.160312,-8.609607,A1237,A6237
33739,9062.17808757247,41.159232,-8.636247,A1238,A6238
33749,7091.169252374684,41.17698,-8.661645,A1239,A6239
33751,1038.3074446621267,41.141664,-8.616366,A1240,A6240
33790,14912.878083148817,41.153553,-8.608743,A1241,A6241
33793,3452.5059893731004,41.148558,-8.585658,A1242,A6242
33796,5957.9600981982185,41.181651,-8.600463,A1243,A6243
33796,2159.4492556355026,41.144679,-8.606529,A1244,A6244
33810,1204.782399049867,41.172183,-8.630649,A1245,A6245
33815,1635.9356846392873,41.148441,-8.585748,A1246,A6246
33818,1417.6728181733915,41.156001,-8.621424,A1247,A6247
33830,6637.771077084943,41.148495,-8.585865,A1248,A6248
33833,1906.7185676135548,41.165991,-8.570016,A1249,A6249
33873,1920.1889982094767,41.156064,-8.604927,A1250,A6250
33933,2714.45218788476,41.145678,-8.610777,A1251,A6251
33939,2195.5729075348154,41.156181,-8.591328,A1252,A6252
33944,1980.948093688744,41.151879,-8.649414,A1253,A6253
33960,1982.7980963766645,41.159673,-8.569107,A1254,A6254
33974,1644.763968706316,41.179599,-8.602866,A1255,A6255
33974,2334.1866814651057,41.16501,-8.618616,A1256,A6256
33978,2674.496411682743,41.164227,-8.62488,A1257,A6257
33989,9635.030205075003,41.157594,-8.627679,A1258,A6258
33999,3966.418796156765,41.148504,-8.58564,A1259,A6259
34002,982.4695181360536,41.171391,-8.617977,A1260,A6260
34008,2362.9965466963376,41.175405,-8.627724,A1261,A6261
34013,1115.131526214178,41.151069,-8.650341,A1262,A6262
34025,1112.4350216151392,41.145813,-8.610714,A1263,A6263
34027,2215.61281722488,41.150349,-8.607213,A1264,A6264
34030,992.808662934668,41.145948,-8.612595,A1265,A6265
34033,3270.8812377581107,41.162031,-8.614827,A1266,A6266
34056,1863.6830428227383,41.145525,-8.607456,A1267,A6267
34057,1143.8815997872305,41.14656,-8.620263,A1268,A6268
34059,9149.42882141656,41.15736,-8.640144,A1269,A6269
34074,4230.98306872682,41.180553,-8.582526,A1270,A6270
34084,1857.371928496596,41.160195,-8.609688,A1271,A6271
34096,1967.1180076082865,41.145678,-8.610732,A1272,A6272
34113,7138.833987409622,41.169708,-8.589294,A1273,A6273
34124,9333.262526672494,41.154201,-8.649405,A1274,A6274
34125,4236.958324122586,41.182686,-8.600031,A1275,A6275
34126,1840.1108668569536,41.18031,-8.581923,A1276,A6276
34147,1682.871360233759,41.151312,-8.609328,A1277,A6277
34157,2104.373131192236,41.148855,-8.67276,A1278,A6278
34171,9178.850306916049,41.125248,-8.605422,A1279,A6279
34193,2098.102538556073,41.145669,-8.610831,A1280,A6280
34210,10935.498415761536,41.16321,-8.584281,A1281,A6281
34210,3333.3336769329185,41.154174,-8.649441,A1282,A6282
34212,1870.828296284281,41.145615,-8.610759,A1283,A6283
34215,1234.375904512293,41.149053,-8.625438,A1284,A6284
34217,581.9245013828177,41.145543,-8.610813,A1285,A6285
34221,2041.6357994603327,41.175387,-8.627778,A1286,A6286
34222,1081.9920878759233,41.166945,-8.627094,A1287,A6287
34239,2523.0393341619592,41.159403,-8.58006,A1288,A6288
34244,1400.3322833632983,41.145543,-8.610822,A1289,A6289
34251,1647.5819016768105,41.145525,-8.61084,A1290,A6290
34256,2707.2434662674427,41.166981,-8.627094,A1291,A6291
34259,4092.0323879439975,41.147955,-8.619921,A1292,A6292
34259,1159.6035150655032,41.145444,-8.61093,A1293,A6293
34272,2851.4433845782546,41.157531,-8.630064,A1294,A6294
34281,2144.6307513724764,41.160609,-8.628264,A1295,A6295
34284,2016.46781273629,41.169222,-8.658423,A1296,A6296
34311,9309.352633206048,41.154282,-8.649828,A1297,A6297
34327,2489.576060529833,41.147892,-8.608689,A1298,A6298
34334,3613.352725925077,41.147919,-8.619948,A1299,A6299
34344,2888.288489360995,41.160069,-8.640621,A1300,A6300
34347,2410.0210904711994,41.144166,-8.597475,A1301,A6301
34347,2932.622777422952,41.160015,-8.641008,A1302,A6302
34367,1008.1810369242596,41.176413,-8.653797,A1303,A6303
34371,1338.9306424557024,41.147919,-8.608302,A1304,A6304
34376,9733.395472556254,41.159007,-8.59221,A1305,A6305
34407,4145.859671482078,41.179608,-8.601858,A1306,A6306
34408,5809.63529173162,41.179302,-8.612739,A1307,A6307
34429,983.1065590552148,41.147973,-8.619903,A1308,A6308
34436,855.2771798848303,41.155083,-8.602641,A1309,A6309
34446,2789.509202713469,41.16294,-8.584821,A1310,A6310
34460,2268.9891639729253,41.147325,-8.660853,A1311,A6311
34479,4766.369864293434,41.178393,-8.648748,A1312,A6312
34512,2383.0457952775514,41.157342,-8.62821,A1313,A6313
34518,6313.39529589383,41.148567,-8.585676,A1314,A6314
34536,3188.745615211641,41.153013,-8.660457,A1315,A6315
34539,1785.731062060665,41.145939,-8.606808,A1316,A6316
34539,865.0851495074328,41.141277,-8.613819,A1317,A6317
34557,3234.9954315585,41.157387,-8.628183,A1318,A6318
34585,11522.749089862871,41.140431,-8.613,A1319,A6319
34611,6643.332354796565,41.166972,-8.627157,A1320,A6320
34613,11415.314051460373,41.145723,-8.606925,A1321,A6321
34613,2348.555453302067,41.169177,-8.623188,A1322,A6322
34625,1340.5824613045525,41.164893,-8.57106,A1323,A6323
34649,3441.917847898308,41.144508,-8.606592,A1324,A6324
34652,8339.767520518537,41.182686,-8.600211,A1325,A6325
34667,885.4841752037586,41.143023,-8.602164,A1326,A6326
34674,3342.141195648512,41.177187,-8.624304,A1327,A6327
34682,1811.8197366803088,41.144508,-8.606457,A1328,A6328
34691,4237.880593814378,41.182524,-8.604108,A1329,A6329
34706,1519.2381234672791,41.154219,-8.649405,A1330,A6330
34709,773.1331803332301,41.158368,-8.681733,A1331,A6331
34710,941.920220056204,41.159187,-8.579952,A1332,A6332
34731,2106.834751230862,41.144661,-8.606214,A1333,A6333
34735,916.0646918506033,41.145966,-8.598177,A1334,A6334
34744,1065.0781694901027,41.144688,-8.606313,A1335,A6335
34747,2726.5005004348604,41.16438,-8.632323,A1336,A6336
34770,6863.313326789242,41.178204,-8.683542,A1337,A6337
34770,1012.4596018404148,41.179527,-8.62443,A1338,A6338
34778,3653.199779959366,41.157495,-8.627697,A1339,A6339
34778,4324.490556628385,41.177844,-8.587539,A1340,A6340
34801,2009.043873360832,41.16969,-8.589303,A1341,A6341
34811,671.45480419898,41.112387,-8.600148,A1342,A6342
34846,951.6269586829136,41.148513,-8.585748,A1343,A6343
34853,4915.532241973651,41.160933,-8.604279,A1344,A6344
34860,2938.254671342632,41.149998,-8.620992,A1345,A6345
34883,1004.9979049965998,41.159754,-8.639928,A1346,A6346
34904,12171.858742307108,41.148495,-8.58564,A1347,A6347
34929,1950.5771956183985,41.157738,-8.627634,A1348,A6348
34938,556.0017407333354,41.159457,-8.623188,A1349,A6349
34947,3668.1283477713537,41.164371,-8.641134,A1350,A6350
34950,603.5135784979391,41.15124,-8.609535,A1351,A6351
34955,1026.269384927191,41.163813,-8.616267,A1352,A6352
34958,1117.8509747467397,41.160951,-8.604288,A1353,A6353
34958,2236.432657114489,41.144229,-8.614593,A1354,A6354
34959,3279.383547231427,41.161518,-8.651133,A1355,A6355
34968,25403.851821968263,41.160348,-8.609589,A1356,A6356
34970,1282.983178042682,41.151213,-8.609688,A1357,A6357
34978,3360.3466521522314,41.148819,-8.672724,A1358,A6358
35001,1702.447192344065,41.149584,-8.604675,A1359,A6359
35040,4402.311610477331,41.162823,-8.665731,A1360,A6360
35045,3515.1171619488505,41.179635,-8.602884,A1361,A6361
35067,5180.257640278176,41.167764,-8.603505,A1362,A6362
35069,1461.358226004115,41.148504,-8.58573,A1363,A6363
35094,1141.641257939483,41.150196,-8.607123,A1364,A6364
35095,7243.372832510369,41.144517,-8.62191,A1365,A6365
35104,3248.2243632864624,41.14773,-8.622414,A1366,A6366
35105,3400.00101793889,41.148531,-8.585739,A1367,A6367
35106,2030.3849745199627,41.149188,-8.599257,A1368,A6368
35142,5147.689453636956,41.162697,-8.591256,A1369,A6369
35147,1693.6273149442495,41.167206,-8.649468,A1370,A6370
35149,1819.0952772612843,41.145624,-8.610867,A1371,A6371
35156,9977.93379379798,41.157234,-8.628219,A1372,A6372
35167,1078.5529568851289,41.145498,-8.610849,A1373,A6373
35181,2156.754004329688,41.145534,-8.610768,A1374,A6374
35192,3368.23863911438,41.154381,-8.649378,A1375,A6375
35194,1692.1657364285002,41.151276,-8.609463,A1376,A6376
35195,2501.417622277832,41.141385,-8.613891,A1377,A6377
35198,9690.71379312743,41.154732,-8.630586,A1378,A6378
35202,3373.064368358853,41.148018,-8.619777,A1379,A6379
35205,2699.0287532046946,41.148432,-8.585856,A1380,A6380
35208,1845.7938542483805,41.145669,-8.60724,A1381,A6381
35215,2988.7122672891965,41.145399,-8.611128,A1382,A6382
35237,6661.339596826685,41.148459,-8.598168,A1383,A6383
35237,1674.618012496264,41.159673,-8.639856,A1384,A6384
35248,3916.363104648377,41.148504,-8.585658,A1385,A6385
35257,3433.68091054194,41.14458,-8.606295,A1386,A6386
35274,1209.6555614159006,41.157855,-8.624691,A1387,A6387
35283,1584.017246537845,41.142798,-8.616105,A1388,A6388
35296,3455.006313673407,41.153868,-8.674128,A1389,A6389
35301,2130.597951748168,41.145615,-8.610939,A1390,A6390
35314,2149.3746522136184,41.148549,-8.585721,A1391,A6391
35318,3511.117768741676,41.182713,-8.600193,A1392,A6392
35326,3919.862181140072,41.161041,-8.628696,A1393,A6393
35328,7975.964592164556,41.151933,-8.627076,A1394,A6394
35332,9401.465132356076,41.154282,-8.649486,A1395,A6395
35340,1518.4636130581766,41.148216,-8.603964,A1396,A6396
35347,2766.079942075605,41.16096,-8.621253,A1397,A6397
35348,1766.3204907742306,41.161455,-8.604171,A1398,A6398
35367,2737.219613977144,41.164461,-8.632359,A1399,A6399
35369,5085.424277935622,41.145696,-8.610786,A1400,A6400
35377,879.4705909978705,41.145561,-8.610804,A1401,A6401
35385,872.2174715882779,41.141277,-8.6139,A1402,A6402
35395,1427.4174702249225,41.15349,-8.608869,A1403,A6403
35402,1072.9014488990288,41.145489,-8.610786,A1404,A6404
35404,1000.9519559849476,41.145561,-8.610759,A1405,A6405
35407,11480.629493929762,41.145399,-8.607537,A1406,A6406
35411,3170.09154677796,41.14719,-8.622423,A1407,A6407
35418,2075.437258619184,41.145732,-8.60697,A1408,A6408
35421,6357.999796028597,41.179635,-8.60292,A1409,A6409
35432,5893.295008036775,41.152158,-8.626662,A1410,A6410
35439,5600.678850060249,41.155614,-8.668035,A1411,A6411
35442,1037.420516225473,41.15412,-8.649189,A1412,A6412
35450,4078.366133036512,41.148603,-8.585775,A1413,A6413
35453,12159.411544080163,41.148432,-8.585739,A1414,A6414
35456,1710.8258255309122,41.15619,-8.59131,A1415,A6415
35459,2952.490312124594,41.175342,-8.627832,A1416,A6416
35520,5839.750704327803,41.173578,-8.654742,A1417,A6417
35520,2885.639601594159,41.182614,-8.604009,A1418,A6418
35526,1138.3134992999944,41.169663,-8.589357,A1419,A6419
35527,2727.0979852367304,41.152509,-8.593479,A1420,A6420
35563,11037.759627432952,41.14935,-8.611029,A1421,A6421
35566,2646.81802566971,41.182992,-8.596998,A1422,A6422
35567,5959.486798587598,41.147892,-8.619993,A1423,A6423
35569,2200.8754315131923,41.148549,-8.585784,A1424,A6424
35579,2654.821834933703,41.15979,-8.63991,A1425,A6425
35581,1315.7774427435384,41.149332,-8.625447,A1426,A6426
35581,1045.224332899021,41.181129,-8.582202,A1427,A6427
35591,1692.2234661884552,41.144769,-8.606385,A1428,A6428
35591,2922.287324636187,41.182686,-8.600166,A1429,A6429
35593,3158.2937086543275,41.180544,-8.582886,A1430,A6430
35597,3839.125799670328,41.170689,-8.665587,A1431,A6431
35616,2122.178409302119,41.149494,-8.610939,A1432,A6432
35619,98383.02899814726,41.152554,-8.634438,A1433,A6433
35625,2380.7262478175167,41.16339,-8.606511,A1434,A6434
35627,2476.64564813004,41.144571,-8.606475,A1435,A6435
35633,1878.6579331698947,41.15349,-8.608734,A1436,A6436
35634,680.7383204308784,41.146137,-8.61768,A1437,A6437
35655,3309.1507954428416,41.144589,-8.60652,A1438,A6438
35658,1576.3967368489743,41.154327,-8.649459,A1439,A6439
35662,2876.5834005043525,41.171094,-8.638182,A1440,A6440
35680,4989.05942562088,41.161725,-8.611551,A1441,A6441
35686,9377.517844632494,41.154363,-8.649711,A1442,A6442
35737,9360.195532812751,41.154138,-8.649765,A1443,A6443
35740,4050.605765534208,41.171985,-8.611326,A1444,A6444
35766,1296.8329967386403,41.161176,-8.604135,A1445,A6445
35775,1542.3182848900678,41.147964,-8.619858,A1446,A6446
35785,3636.110244525823,41.166927,-8.627139,A1447,A6447
35789,3626.0162775212825,41.149125,-8.663913,A1448,A6448
35794,553.092934209289,41.157378,-8.628183,A1449,A6449
35800,3251.411673445442,41.190768,-8.606844,A1450,A6450
35811,6742.807813769043,41.148558,-8.585703,A1451,A6451
35819,6747.157142938173,41.148468,-8.585838,A1452,A6452
35821,3536.781026609709,41.148009,-8.657883,A1453,A6453
35841,1799.7365563579972,41.14584,-8.606682,A1454,A6454
35847,2613.356897765985,41.174091,-8.557173,A1455,A6455
35876,9402.72491561372,41.154318,-8.649423,A1456,A6456
35905,6281.1517956702,41.150367,-8.583669,A1457,A6457
35911,3088.36331270881,41.161185,-8.640576,A1458,A6458
35912,2709.403493441251,41.153175,-8.668188,A1459,A6459
35918,3012.714161228541,41.146137,-8.617788,A1460,A6460
35919,1970.423522095639,41.154615,-8.630289,A1461,A6461
35922,2459.507881230803,41.170806,-8.638497,A1462,A6462
35929,2908.108457230337,41.159583,-8.664003,A1463,A6463
35953,2183.5817680040177,41.15484,-8.63064,A1464,A6464
35956,9748.871806710436,41.149656,-8.673723,A1465,A6465
35967,1779.872162109591,41.152158,-8.654643,A1466,A6466
36016,2127.8014742178416,41.182668,-8.60004,A1467,A6467
36025,2394.071011778444,41.154975,-8.676324,A1468,A6468
36034,4624.528095644822,41.157171,-8.666631,A1469,A6469
36035,2718.635353560804,41.169834,-8.605206,A1470,A6470
36057,4062.9112210710414,41.179635,-8.602938,A1471,A6471
36064,4294.038833941907,41.153616,-8.567685,A1472,A6472
36067,3241.2803545270035,41.154426,-8.613288,A1473,A6473
36081,7226.75909938895,41.182641,-8.599968,A1474,A6474
36098,1447.8911537364395,41.147964,-8.619831,A1475,A6475
36101,4394.673532107715,41.161428,-8.680437,A1476,A6476
36105,930.6786291352364,41.145669,-8.610957,A1477,A6477
36106,2722.283303081226,41.171625,-8.604234,A1478,A6478
36120,4034.228821682541,41.151258,-8.633763,A1479,A6479
36174,1644.4331472474712,41.150214,-8.607105,A1480,A6480
36192,2183.500069819259,41.173551,-8.654823,A1481,A6481
36232,961.3980190832714,41.148,-8.619885,A1482,A6482
36260,2936.873619757554,41.168304,-8.561583,A1483,A6483
36279,2307.53342258811,41.161446,-8.656893,A1484,A6484
36292,9332.78739275502,41.152293,-8.665092,A1485,A6485
36313,1133.6954937183032,41.175315,-8.646246,A1486,A6486
36319,1496.8555411878417,41.149494,-8.588691,A1487,A6487
36326,6570.145158459228,41.148558,-8.585757,A1488,A6488
36329,4288.793144107485,41.179635,-8.602029,A1489,A6489
36352,829.6105118677309,41.180562,-8.582634,A1490,A6490
36368,5354.421403580175,41.176512,-8.567055,A1491,A6491
36368,996.3595117163186,41.141061,-8.608788,A1492,A6492
36376,5208.694629225565,41.161167,-8.621127,A1493,A6493
36390,9237.470167579331,41.182641,-8.604009,A1494,A6494
36394,10610.233753402374,41.14827,-8.612991,A1495,A6495
36401,811.5012993872938,41.151249,-8.609508,A1496,A6496
36408,5764.41041957842,41.148477,-8.58582,A1497,A6497
36413,11238.358549393124,41.14476,-8.617338,A1498,A6498
36416,3080.4310646585327,41.142672,-8.574732,A1499,A6499
36421,1998.463282145164,41.154345,-8.64945,A1500,A6500
36427,14291.08898599825,41.179635,-8.602902,A1501,A6501
36444,3783.578354287421,41.161131,-8.604882,A1502,A6502
36444,5234.634373854576,41.172534,-8.660358,A1503,A6503
36450,1360.6712007065148,41.144634,-8.606583,A1504,A6504
36452,1291.7967720306112,41.145723,-8.610975,A1505,A6505
36473,6437.502099725798,41.14854,-8.585685,A1506,A6506
36479,2124.666625899009,41.145633,-8.611002,A1507,A6507
36505,6194.9188773135,41.147865,-8.608815,A1508,A6508
36508,6204.996756371958,41.147865,-8.608806,A1509,A6509
36513,3566.221417338695,41.15313,-8.659827,A1510,A6510
36577,1801.5365228666485,41.16267,-8.591256,A1511,A6511
36578,974.9784115491038,41.146146,-8.617662,A1512,A6512
36596,1276.053824409705,41.150826,-8.622981,A1513,A6513
36636,3865.494045191974,41.146002,-8.612586,A1514,A6514
36638,3737.1447846583646,41.159709,-8.639964,A1515,A6515
36641,2189.745306217539,41.177187,-8.663733,A1516,A6516
36641,3475.2947269419283,41.154336,-8.649468,A1517,A6517
36665,2796.04576399768,41.147991,-8.619876,A1518,A6518
36668,1300.892115410055,41.149422,-8.611119,A1519,A6519
36670,2970.3327247512293,41.147478,-8.608662,A1520,A6520
36682,2536.1540226435222,41.169663,-8.589312,A1521,A6521
36687,2501.363053021863,41.14845,-8.640297,A1522,A6522
36690,2219.452254649494,41.148999,-8.58654,A1523,A6523
36716,2061.824458815205,41.148342,-8.608446,A1524,A6524
36717,1526.6574091167226,41.148549,-8.585757,A1525,A6525
36726,3896.223446761589,41.148531,-8.585694,A1526,A6526
36728,4089.878477257231,41.161167,-8.604873,A1527,A6527
36738,5466.045760497163,41.179626,-8.602893,A1528,A6528
36755,3702.709268410988,41.154363,-8.649387,A1529,A6529
36768,6257.523917775758,41.162184,-8.649927,A1530,A6530
36772,1482.5131493811675,41.179662,-8.603028,A1531,A6531
36789,2759.1499551563297,41.146137,-8.617626,A1532,A6532
36793,4202.818977422081,41.1462,-8.617725,A1533,A6533
36806,2329.0302049930056,41.160924,-8.628759,A1534,A6534
36820,804.1653131251895,41.151276,-8.609481,A1535,A6535
36823,2620.385251089542,41.148513,-8.585883,A1536,A6536
36833,2623.596883595664,41.15736,-8.625321,A1537,A6537
36834,1021.6712236614752,41.163138,-8.584344,A1538,A6538
36841,5410.506684646616,41.148432,-8.585784,A1539,A6539
36843,3335.895261300256,41.148558,-8.585694,A1540,A6540
36845,2649.9278354070043,41.148495,-8.585784,A1541,A6541
36848,1327.9038081110182,41.157306,-8.628336,A1542,A6542
36859,11601.948608563329,41.144661,-8.606556,A1543,A6543
36863,5772.873947965274,41.148513,-8.585766,A1544,A6544
36878,2133.640226989846,41.167431,-8.64954,A1545,A6545
36885,3688.869430228116,41.154273,-8.64945,A1546,A6546
36933,2406.6889834055087,41.148576,-8.585946,A1547,A6547
36943,3163.4082737826334,41.170959,-8.638524,A1548,A6548
36949,2322.418805546973,41.150151,-8.607078,A1549,A6549
